  person  gender  situation  response   
      41       1          2         1      
      41       1          3         1      
      42       1          1         1      
      42       1          2         1      
      42       1          3         1      
      43       1          1         1      
      43       1          2         1      
      43       1          3         1      
      44       1          1         1      
      44       1          2         1      
      44       1          3         1      
      45       1          1         1      
      45       1          2         1      
      45       1          3         1      
      46       1          1         1      
      46       1          2         1      
      46       1          3         1      
      47       1          1         1      
      47       1          2         1      
      47       1          3         1      
      48       1          1         1      
      48       1          2         1      
      48       1          3         1      
      49       1          1         1      
      49       1          2         1      
      49       1          3         1      
      50       1          1         1      
      50       1          2         1      
      50       1          3         1      
      51       1          1         1      
      51       1          2         1      
      51       1          3         1      
      52       1          1         1      
      52       1          2         1      
      52       1          3         1      
      53       1          1         1      
      53       1          2         1      
      53       1          3         1      
      54       1          1         1      
      54       1          2         1      
      54       1          3         1      
      55       1          1         1      
      55       1          2         1      
      55       1          3         1      
      56       1          1         1      
      56       1          2         1      
      56       1          3         1      
      57       1          1         1      
      57       1          2         1      
      57       1          3         1      
      58       1          1         1      
      58       1          2         1      
      58       1          3         1      
      59       1          1         1      
      59       1          2         1      
      59       1          3         1      
      60       1          1         1      
      60       1          2         1      
      60       1          3         1      
      61       1          1         1      
      61       1          2         1      
      61       1          3         1      
      62       1          1         1      
      62       1          2         1      
      62       1          3         1      
      63       1          1         1      
      63       1          2         1      
      63       1          3         1      
      64       1          1         1      
      64       1          2         1      
      64       1          3         1      
      65       1          1         1      
      65       1          2         1      
      65       1          3         1      
      66       1          1         1      
      66       1          2         1      
      66       1          3         1      
      67       1          1         1      
      67       1          2         1      
      67       1          3         1      
      68       1          1         1      
      68       1          2         1      
      68       1          3         1      
      69       1          1         1      
      69       1          2         1      
      69       1          3         1      
      70       1          1         1      
      70       1          2         1      
      70       1          3         1      
      71       1          1         1      
      71       1          2         1      
      71       1          3         1      
      72       1          1         1      
      72       1          2         1      
      72       1          3         1      
      73       1          1         1      
      73       1          2         1      
      73       1          3         1      
      74       1          1         1      
      74       1          2         1      
      74       1          3         1      
      75       1          1         1      
      75       1          2         1      
      75       1          3         1      
      76       1          1         1      
      76       1          2         1      
      76       1          3         1      
      77       1          1         1      
      77       1          2         1      
      77       1          3         1      
      78       1          1         1      
      78       1          2         1      
      78       1          3         1      
      79       1          1         1      
      79       1          2         1      
      79       1          3         1      
      80       1          1         1      
      80       1          2         1      
      80       1          3         1      
      81       1          1         1      
      81       1          2         1      
      81       1          3         1      
      82       1          1         1      
      82       1          2         1      
      82       1          3         1      
      83       1          1         1      
      83       1          2         1      
      83       1          3         1      
      84       1          1         1      
      84       1          2         1      
      84       1          3         1      
      85       1          1         1      
      85       1          2         1      
      85       1          3         1      
      86       1          1         1      
      86       1          2         1      
      86       1          3         1      
      87       1          1         1      
      87       1          2         1      
      87       1          3         1      
      88       1          1         1      
      88       1          2         1      
      88       1          3         1      
      89       1          1         1      
      89       1          2         1      
      89       1          3         1      
      90       1          1         1      
      90       1          2         1      
      90       1          3         1      
      91       1          1         1      
      91       1          2         1      
      91       1          3         1      
      92       1          1         1      
      92       1          2         1      
      92       1          3         1      
      93       1          1         1      
      93       1          2         1      
      93       1          3         1      
      94       1          1         1      
      94       1          2         1      
      94       1          3         1      
      95       1          1         1      
      95       1          2         1      
      95       1          3         1      
      96       1          1         1      
      96       1          2         1      
      96       1          3         1      
      97       1          1         1      
      97       1          2         1      
      97       1          3         1      
      98       1          1         1      
      98       1          2         1      
      98       1          3         1      
      99       1          1         1      
      99       1          2         1      
      99       1          3         1      
     100       1          1         1      
     100       1          2         1      
     100       1          3         1      
     101       1          1         1      
     101       1          2         1      
     101       1          3         1      
     102       1          1         1      
     102       1          2         1      
     102       1          3         1      
     103       1          1         1      
     103       1          2         1      
     103       1          3         1      
     104       1          1         1      
     104       1          2         1      
     104       1          3         1      
     105       1          1         1      
     105       1          2         1      
     105       1          3         1      
     106       1          1         1      
     106       1          2         1      
     106       1          3         1      
     107       1          1         1      
     107       1          2         1      
     107       1          3         1      
     108       1          1         1      
     108       1          2         1      
     108       1          3         1      
     109       1          1         1      
     109       1          2         1      
     109       1          3         1      
     110       1          1         1      
     110       1          2         1      
     110       1          3         1      
     111       1          1         1      
     111       1          2         1      
     111       1          3         1      
     112       1          1         1      
     112       1          2         1      
     112       1          3         1      
     113       1          1         1      
     113       1          2         1      
     113       1          3         1      
     114       1          1         1      
     114       1          2         1      
     114       1          3         1      
     115       1          1         1      
     115       1          2         1      
     115       1          3         1      
     116       1          1         1      
     116       1          2         1      
     116       1          3         1      
     117       1          1         1      
     117       1          2         1      
     117       1          3         1      
     118       1          1         1      
     118       1          2         1      
     118       1          3         1      
     119       1          1         1      
     119       1          2         1      
     119       1          3         1      
     120       1          1         1      
     120       1          2         1      
     120       1          3         1      
     121       1          1         1      
     121       1          2         1      
     121       1          3         1      
     122       1          1         1      
     122       1          2         1      
     122       1          3         1      
     123       1          1         1      
     123       1          2         1      
     123       1          3         1      
     124       1          1         1      
     124       1          2         1      
     124       1          3         1      
     125       1          1         1      
     125       1          2         1      
     125       1          3         1      
     126       1          1         1      
     126       1          2         1      
     126       1          3         1      
     127       1          1         1      
     127       1          2         1      
     127       1          3         1      
     128       1          1         1      
     128       1          2         1      
     128       1          3         1      
     129       1          1         1      
     129       1          2         1      
     129       1          3         1      
     130       1          1         1      
     130       1          2         1      
     130       1          3         1      
     131       1          1         1      
     131       1          2         1      
     131       1          3         1      
     132       1          1         1      
     132       1          2         1      
     132       1          3         1      
     133       1          1         1      
     133       1          2         1      
     133       1          3         1      
     134       1          1         1      
     134       1          2         1      
     134       1          3         1      
     135       1          1         1      
     135       1          2         1      
     135       1          3         1      
     136       1          1         1      
     136       1          2         1      
     136       1          3         1      
     137       1          1         1      
     137       1          2         1      
     137       1          3         1      
     138       1          1         1      
     138       1          2         1      
     138       1          3         1      
     139       1          1         1      
     139       1          2         1      
     139       1          3         1      
     140       1          1         1      
     140       1          2         1      
     140       1          3         1      
     141       1          1         1      
     141       1          2         1      
     141       1          3         1      
     142       1          1         1      
     142       1          2         1      
     142       1          3         1      
     143       1          1         1      
     143       1          2         1      
     143       1          3         1      
     144       1          1         1      
     144       1          2         1      
     144       1          3         1      
     145       1          1         1      
     145       1          2         1      
     145       1          3         1      
     146       1          1         1      
     146       1          2         1      
     146       1          3         1      
     147       1          1         1      
     147       1          2         1      
     147       1          3         1      
     148       1          1         1      
     148       1          2         1      
     148       1          3         1      
     149       1          1         1      
     149       1          2         1      
     149       1          3         1      
     150       1          1         1      
     150       1          2         1      
     150       1          3         1      
     151       1          1         1      
     151       1          2         1      
     151       1          3         1      
     152       1          1         1      
     152       1          2         1      
     152       1          3         1      
     153       1          1         1      
     153       1          2         1      
     153       1          3         1      
     154       1          1         1      
     154       1          2         1      
     154       1          3         1      
     155       1          1         1      
     155       1          2         1      
     155       1          3         1      
     156       1          1         1      
     156       1          2         1      
     156       1          3         1      
     157       1          1         1      
     157       1          2         1      
     157       1          3         1      
     158       1          1         1      
     158       1          2         1      
     158       1          3         1      
     159       1          1         1      
     159       1          2         1      
     159       1          3         1      
     160       1          1         1      
     160       1          2         1      
     160       1          3         1      
     161       1          1         1      
     161       1          2         1      
     161       1          3         1      
     162       1          1         1      
     162       1          2         1      
     162       1          3         1      
     163       1          1         1      
     163       1          2         1      
     163       1          3         1      
     164       1          1         1      
     164       1          2         1      
     164       1          3         1      
     165       1          1         1      
     165       1          2         1      
     165       1          3         1      
     166       1          1         1      
     166       1          2         1      
     166       1          3         1      
     167       1          1         1      
     167       1          2         1      
     167       1          3         1      
     168       1          1         1      
     168       1          2         1      
     168       1          3         1      
     169       1          1         1      
     169       1          2         1      
     169       1          3         1      
     170       1          1         1      
     170       1          2         1      
     170       1          3         1      
     171       1          1         1      
     171       1          2         1      
     171       1          3         1      
     172       1          1         1      
     172       1          2         1      
     172       1          3         1      
     173       1          1         1      
     173       1          2         1      
     173       1          3         1      
     174       1          1         1      
     174       1          2         1      
     174       1          3         1      
     175       1          1         1      
     175       1          2         1      
     175       1          3         1      
     176       1          1         1      
     176       1          2         1      
     176       1          3         1      
     177       1          1         1      
     177       1          2         1      
     177       1          3         1      
     178       1          1         1      
     178       1          2         1      
     178       1          3         1      
     179       1          1         1      
     179       1          2         1      
     179       1          3         1      
     180       1          1         1      
     180       1          2         1      
     180       1          3         1      
     181       1          1         1      
     181       1          2         1      
     181       1          3         1      
     182       1          1         1      
     182       1          2         1      
     182       1          3         1      
     183       1          1         1      
     183       1          2         1      
     183       1          3         1      
     184       1          1         1      
     184       1          2         1      
     184       1          3         1      
     185       1          1         1      
     185       1          2         1      
     185       1          3         1      
     186       1          1         1      
     186       1          2         1      
     186       1          3         1      
     187       1          1         1      
     187       1          2         1      
     187       1          3         1      
     188       1          1         1      
     188       1          2         1      
     188       1          3         1      
     189       1          1         1      
     189       1          2         1      
     189       1          3         1      
     190       1          1         1      
     190       1          2         1      
     190       1          3         1      
     191       1          1         1      
     191       1          2         1      
     191       1          3         1      
     192       1          1         1      
     192       1          2         1      
     192       1          3         1      
     193       1          1         1      
     193       1          2         1      
     193       1          3         1      
     194       1          1         1      
     194       1          2         1      
     194       1          3         1      
     195       1          1         1      
     195       1          2         1      
     195       1          3         1      
     196       1          1         1      
     196       1          2         1      
     196       1          3         1      
     197       1          1         1      
     197       1          2         1      
     197       1          3         1      
     198       1          1         1      
     198       1          2         1      
     198       1          3         1      
     199       1          1         1      
     199       1          2         1      
     199       1          3         1      
     200       1          1         1      
     200       1          2         1      
     200       1          3         1      
     201       1          1         1      
     201       1          2         1      
     201       1          3         1      
     202       1          1         1      
     202       1          2         1      
     202       1          3         1      
     203       1          1         1      
     203       1          2         1      
     203       1          3         1      
     204       1          1         1      
     204       1          2         1      
     204       1          3         1      
     205       1          1         1      
     205       1          2         1      
     205       1          3         1      
     206       1          1         1      
     206       1          2         1      
     206       1          3         1      
     207       1          1         1      
     207       1          2         1      
     207       1          3         1      
     208       1          1         1      
     208       1          2         1      
     208       1          3         1      
     209       1          1         1      
     209       1          2         1      
     209       1          3         1      
     210       1          1         1      
     210       1          2         1      
     210       1          3         1      
     211       1          1         1      
     211       1          2         1      
     211       1          3         1      
     212       1          1         1      
     212       1          2         1      
     212       1          3         1      
     213       1          1         1      
     213       1          2         1      
     213       1          3         1      
     214       1          1         1      
     214       1          2         1      
     214       1          3         1      
     215       1          1         1      
     215       1          2         1      
     215       1          3         1      
     216       1          1         1      
     216       1          2         1      
     216       1          3         1      
     217       1          1         1      
     217       1          2         1      
     217       1          3         1      
     218       1          1         1      
     218       1          2         1      
     218       1          3         1      
     219       1          1         1      
     219       1          2         1      
     219       1          3         1      
     220       1          1         1      
     220       1          2         1      
     220       1          3         1      
     221       1          1         1      
     221       1          2         1      
     221       1          3         1      
     222       1          1         1      
     222       1          2         1      
     222       1          3         1      
     223       1          1         1      
     223       1          2         1      
     223       1          3         1      
     224       1          1         1      
     224       1          2         1      
     224       1          3         1      
     225       1          1         1      
     225       1          2         1      
     225       1          3         1      
     226       1          1         1      
     226       1          2         1      
     226       1          3         1      
     227       1          1         1      
     227       1          2         1      
     227       1          3         1      
     228       1          1         1      
     228       1          2         1      
     228       1          3         1      
     229       1          1         1      
     229       1          2         1      
     229       1          3         1      
     230       1          1         1      
     230       1          2         1      
     230       1          3         1      
     231       1          1         1      
     231       1          2         1      
     231       1          3         1      
     232       1          1         1      
     232       1          2         1      
     232       1          3         1      
     233       1          1         1      
     233       1          2         1      
     233       1          3         1      
     234       1          1         1      
     234       1          2         1      
     234       1          3         1      
     235       1          1         1      
     235       1          2         1      
     235       1          3         1      
     236       1          1         1      
     236       1          2         1      
     236       1          3         1      
     237       1          1         1      
     237       1          2         1      
     237       1          3         1      
     238       1          1         1      
     238       1          2         1      
     238       1          3         1      
     239       1          1         1      
     239       1          2         1      
     239       1          3         1      
     240       1          1         1      
     240       1          2         1      
     240       1          3         1      
     241       1          1         1      
     241       1          2         1      
     241       1          3         1      
     242       1          1         1      
     242       1          2         1      
     242       1          3         1      
     243       1          1         1      
     243       1          2         1      
     243       1          3         1      
     244       1          1         1      
     244       1          2         1      
     244       1          3         1      
     245       1          1         1      
     245       1          2         1      
     245       1          3         1      
     246       1          1         1      
     246       1          2         1      
     246       1          3         1      
     247       1          1         1      
     247       1          2         1      
     247       1          3         1      
     248       1          1         1      
     248       1          2         1      
     248       1          3         1      
     249       1          1         1      
     249       1          2         1      
     249       1          3         1      
     250       1          1         1      
     250       1          2         1      
     250       1          3         1      
     251       1          1         1      
     251       1          2         1      
     251       1          3         1      
     252       1          1         1      
     252       1          2         1      
     252       1          3         1      
     253       1          1         1      
     253       1          2         1      
     253       1          3         1      
     254       1          1         1      
     254       1          2         1      
     254       1          3         1      
     255       1          1         1      
     255       1          2         1      
     255       1          3         1      
     256       1          1         1      
     256       1          2         1      
     256       1          3         1      
     257       1          1         1      
     257       1          2         1      
     257       1          3         1      
     258       1          1         1      
     258       1          2         1      
     258       1          3         1      
     259       1          1         1      
     259       1          2         1      
     259       1          3         1      
     260       1          1         1      
     260       1          2         1      
     260       1          3         1      
     261       1          1         1      
     261       1          2         1      
     261       1          3         1      
     262       1          1         1      
     262       1          2         1      
     262       1          3         1      
     263       1          1         1      
     263       1          2         1      
     263       1          3         1      
     264       1          1         1      
     264       1          2         1      
     264       1          3         1      
     265       1          1         1      
     265       1          2         1      
     265       1          3         1      
     266       1          1         1      
     266       1          2         1      
     266       1          3         1      
     267       1          1         1      
     267       1          2         1      
     267       1          3         1      
     268       1          1         1      
     268       1          2         1      
     268       1          3         1      
     269       1          1         1      
     269       1          2         1      
     269       1          3         1      
     270       1          1         1      
     270       1          2         1      
     270       1          3         1      
     271       1          1         1      
     271       1          2         1      
     271       1          3         1      
     272       1          1         1      
     272       1          2         1      
     272       1          3         1      
     273       1          1         1      
     273       1          2         1      
     273       1          3         1      
     274       1          1         1      
     274       1          2         1      
     274       1          3         1      
     275       1          1         1      
     275       1          2         1      
     275       1          3         1      
     276       1          1         1      
     276       1          2         1      
     276       1          3         1      
     277       1          1         1      
     277       1          2         1      
     277       1          3         1      
     278       1          1         1      
     278       1          2         1      
     278       1          3         1      
     279       1          1         1      
     279       1          2         1      
     279       1          3         1      
     280       1          1         1      
     280       1          2         1      
     280       1          3         1      
     281       1          1         1      
     281       1          2         1      
     281       1          3         1      
     282       1          1         1      
     282       1          2         1      
     282       1          3         1      
     283       1          1         1      
     283       1          2         1      
     283       1          3         1      
     284       1          1         1      
     284       1          2         1      
     284       1          3         1      
     285       1          1         1      
     285       1          2         1      
     285       1          3         1      
     286       1          1         1      
     286       1          2         1      
     286       1          3         1      
     287       1          1         1      
     287       1          2         1      
     287       1          3         1      
     288       1          1         1      
     288       1          2         1      
     288       1          3         1      
     289       1          1         1      
     289       1          2         1      
     289       1          3         1      
     290       1          1         1      
     290       1          2         1      
     290       1          3         1      
     291       1          1         1      
     291       1          2         1      
     291       1          3         1      
     292       1          1         1      
     292       1          2         1      
     292       1          3         1      
     293       1          1         1      
     293       1          2         1      
     293       1          3         1      
     294       1          1         1      
     294       1          2         1      
     294       1          3         1      
     295       1          1         1      
     295       1          2         1      
     295       1          3         1      
     296       1          1         1      
     296       1          2         1      
     296       1          3         1      
     297       1          1         1      
     297       1          2         1      
     297       1          3         1      
     298       1          1         1      
     298       1          2         1      
     298       1          3         1      
     299       1          1         1      
     299       1          2         1      
     299       1          3         1      
     300       1          1         1      
     300       1          2         1      
     300       1          3         1      
     301       1          1         1      
     301       1          2         1      
     301       1          3         1      
     302       1          1         1      
     302       1          2         1      
     302       1          3         1      
     303       1          1         1      
     303       1          2         1      
     303       1          3         1      
     304       1          1         1      
     304       1          2         1      
     304       1          3         1      
     305       1          1         1      
     305       1          2         1      
     305       1          3         1      
     306       1          1         1      
     306       1          2         1      
     306       1          3         1      
     307       1          1         1      
     307       1          2         1      
     307       1          3         1      
     308       1          1         1      
     308       1          2         1      
     308       1          3         1      
     309       1          1         1      
     309       1          2         1      
     309       1          3         1      
     310       1          1         1      
     310       1          2         1      
     310       1          3         1      
     311       1          1         1      
     311       1          2         1      
     311       1          3         1      
     312       1          1         1      
     312       1          2         1      
     312       1          3         1      
     313       1          1         1      
     313       1          2         1      
     313       1          3         1      
     314       1          1         1      
     314       1          2         1      
     314       1          3         1      
     315       1          1         1      
     315       1          2         1      
     315       1          3         1      
     316       1          1         1      
     316       1          2         1      
     316       1          3         1      
     317       1          1         1      
     317       1          2         1      
     317       1          3         1      
     318       1          1         1      
     318       1          2         1      
     318       1          3         1      
     319       1          1         1      
     319       1          2         1      
     319       1          3         1      
     320       1          1         1      
     320       1          2         1      
     320       1          3         1      
     321       1          1         1      
     321       1          2         1      
     321       1          3         1      
     322       1          1         1      
     322       1          2         1      
     322       1          3         1      
     323       1          1         1      
     323       1          2         1      
     323       1          3         1      
     324       1          1         1      
     324       1          2         1      
     324       1          3         1      
     325       1          1         1      
     325       1          2         1      
     325       1          3         1      
     326       1          1         1      
     326       1          2         1      
     326       1          3         1      
     327       1          1         1      
     327       1          2         1      
     327       1          3         1      
     328       1          1         1      
     328       1          2         1      
     328       1          3         1      
     329       1          1         1      
     329       1          2         1      
     329       1          3         1      
     330       1          1         1      
     330       1          2         1      
     330       1          3         1      
     331       1          1         1      
     331       1          2         1      
     331       1          3         1      
     332       1          1         1      
     332       1          2         1      
     332       1          3         1      
     333       1          1         1      
     333       1          2         1      
     333       1          3         1      
    334       1          1         1       
