 person purchase y
    141        1 1
    141        0 3
    142        1 1
    142        0 3
    143        1 1
    143        0 3
    144        1 1
    144        0 3
    145        1 1
    145        0 3
    146        1 1
    146        0 3
    147        1 1
    147        0 3
    148        1 1
    148        0 3
    149        1 1
    149        0 3
    150        1 1
    150        0 3
    151        1 1
    151        0 3
    152        1 1
    152        0 3
    153        1 1
    153        0 3
    154        1 1
    154        0 3
    155        1 1
    155        0 4 
    156        1 1
    156        0 4 
    157        1 1
    157        0 4 
    158        1 1
    158        0 4 
    159        1 1
    159        0 4 
    160        1 1
    160        0 4 
    161        1 1
    161        0 4 
    162        1 1
    162        0 5 
    163        1 1
    163        0 5 
    164        1 1
    164        0 5 
    165        1 1
    165        0 5 
    166        1 1
    166        0 5 
    167        1 1
    167        0 5 
    168        1 1
    168        0 5 
    169        1 1
    169        0 5 
    170        1 1
    170        0 5 
    171        1 1
    171        0 5 
    172        1 2
    172        0 1 
    173        1 2
    173        0 1 
    174        1 2
    174        0 1 
    175        1 2
    175        0 1 
    176        1 2
    176        0 1 
    177        1 2
    177        0 1 
    178        1 2
    178        0 1 
    179        1 2
    179        0 1 
    180        1 2
    180        0 1 
    181        1 2
    181        0 2 
    182        1 2
    182        0 2 
    183        1 2
    183        0 2 
    184        1 2
    184        0 2 
    185        1 2
    185        0 2 
    186        1 2
    186        0 2 
    187        1 2
    187        0 2 
    188        1 2
    188        0 2 
    189        1 2
    189        0 2 
    190        1 2
    190        0 2 
    191        1 2
    191        0 2 
    192        1 2
    192        0 2 
    193        1 2
    193        0 2 
    194        1 2
    194        0 2 
    195        1 2
    195        0 2 
    196        1 2
    196        0 2 
    197        1 2
    197        0 2 
    198        1 2
    198        0 2 
    199        1 2
    199        0 2 
    200        1 2
    200        0 2 
    201        1 2
    201        0 2 
    202        1 2
    202        0 2 
    203        1 2
    203        0 2 
    204        1 2
    204        0 2 
    205        1 2
    205        0 2 
    206        1 2
    206        0 2 
    207        1 2
    207        0 2 
    208        1 2
    208        0 2 
    209        1 2
    209        0 2 
    210        1 2
    210        0 2 
    211        1 2
    211        0 2 
    212        1 2
    212        0 2 
    213        1 2
    213        0 2 
    214        1 2
    214        0 2 
    215        1 2
    215        0 2 
    216        1 2
    216        0 2 
    217        1 2
    217        0 2 
    218        1 2
    218        0 2 
    219        1 2
    219        0 2 
    220        1 2
    220        0 2 
    221        1 2
    221        0 2 
    222        1 2
    222        0 2 
    223        1 2
    223        0 2 
    224        1 2
    224        0 2 
    225        1 2
    225        0 2 
    226        1 2
    226        0 2 
    227        1 2
    227        0 3
    228        1 2
    228        0 3
    229        1 2
    229        0 3
    230        1 2
    230        0 3
    231        1 2
    231        0 3
    232        1 2
    232        0 3
    233        1 2
    233        0 3
    234        1 2
    234        0 3
    235        1 2
    235        0 3
    236        1 2
    236        0 3
    237        1 2
    237        0 3
    238        1 2
    238        0 5 
    239        1 2
    239        0 5 
    240        1 2
    240        0 5 
    241        1 2
    241        0 5 
    242        1 2
    242        0 5 
    243        1 2
    243        0 5 
    244        1 2
    244        0 5 
    245        1 2
    245        0 5 
    246        1 2
    246        0 5 
    247        1 3
    247        0 1 
    248        1 3
    248        0 1 
    249        1 3
    249        0 1 
    250        1 3
    250        0 1 
    251        1 3
    251        0 1 
    252        1 3
    252        0 1 
    253        1 3
    253        0 1 
    254        1 3
    254        0 1 
    255        1 3
    255        0 1 
    256        1 3
    256        0 1 
    257        1 3
    257        0 1 
    258        1 3
    258        0 1 
    259        1 3
    259        0 1 
    260        1 3
    260        0 1 
    261        1 3
    261        0 1 
    262        1 3
    262        0 1 
    263        1 3
    263        0 1 
    264        1 3
    264        0 2 
    265        1 3
    265        0 2 
    266        1 3
    266        0 2 
    267        1 3
    267        0 2 
    268        1 3
    268        0 2 
    269        1 3
    269        0 2 
    270        1 3
    270        0 2 
    271        1 3
    271        0 2 
    272        1 3
    272        0 2 
    273        1 3
    273        0 2 
    274        1 3
    274        0 2 
    275        1 3
    275        0 3
    276        1 3
    276        0 3
    277        1 3
    277        0 3
    278        1 3
    278        0 3
    279        1 3
    279        0 3
    280        1 3
    280        0 3
    281        1 3
    281        0 3
    282        1 3
    282        0 3
    283        1 3
    283        0 3
    284        1 3
    284        0 3
    285        1 3
    285        0 3
    286        1 3
    286        0 3
    287        1 3
    287        0 3
    288        1 3
    288        0 3
    289        1 3
    289        0 3
    290        1 3
    290        0 3
    291        1 3
    291        0 3
    292        1 3
    292        0 3
    293        1 3
    293        0 3
    294        1 3
    294        0 3
    295        1 3
    295        0 3
    296        1 3
    296        0 3
    297        1 3
    297        0 3
    298        1 3
    298        0 3
    299        1 3
    299        0 3
    300        1 3
    300        0 3
    301        1 3
    301        0 3
    302        1 3
    302        0 3
    303        1 3
    303        0 3
    304        1 3
    304        0 3
    305        1 3
    305        0 3
    306        1 3
    306        0 3
    307        1 3
    307        0 3
    308        1 3
    308        0 3
    309        1 3
    309        0 3
    310        1 3
    310        0 3
    311        1 3
    311        0 3
    312        1 3
    312        0 3
    313        1 3
    313        0 3
    314        1 3
    314        0 3
    315        1 3
    315        0 3
    316        1 3
    316        0 3
    317        1 3
    317        0 3
    318        1 3
    318        0 3
    319        1 3
    319        0 3
    320        1 3
    320        0 3
    321        1 3
    321        0 3
    322        1 3
    322        0 3
    323        1 3
    323        0 3
    324        1 3
    324        0 3
    325        1 3
    325        0 3
    326        1 3
    326        0 3
    327        1 3
    327        0 3
    328        1 3
    328        0 3
    329        1 3
    329        0 3
    330        1 3
    330        0 3
    331        1 3
    331        0 3
    332        1 3
    332        0 3
    333        1 3
    333        0 3
    334        1 3
    334        0 3
    335        1 3
    335        0 3
    336        1 3
    336        0 3
    337        1 3
    337        0 3
    338        1 3
    338        0 3
    339        1 3
    339        0 3
    340        1 3
    340        0 3
    341        1 3
    341        0 3
    342        1 3
    342        0 3
    343        1 3
    343        0 3
    344        1 3
    344        0 3
    345        1 3
    345        0 3
    346        1 3
    346        0 3
    347        1 3
    347        0 3
    348        1 3
    348        0 3
    349        1 3
    349        0 3
    350        1 3
    350        0 3
    351        1 3
    351        0 3
    352        1 3
    352        0 3
    353        1 3
    353        0 3
    354        1 3
    354        0 3
    355        1 3
    355        0 3
    356        1 3
    356        0 3
    357        1 3
    357        0 3
    358        1 3
    358        0 3
    359        1 3
    359        0 3
    360        1 3
    360        0 3
    361        1 3
    361        0 3
    362        1 3
    362        0 3
    363        1 3
    363        0 3
    364        1 3
    364        0 3
    365        1 3
    365        0 3
    366        1 3
    366        0 3
    367        1 3
    367        0 3
    368        1 3
    368        0 3
    369        1 3
    369        0 3
    370        1 3
    370        0 3
    371        1 3
    371        0 3
    372        1 3
    372        0 3
    373        1 3
    373        0 3
    374        1 3
    374        0 3
    375        1 3
    375        0 3
    376        1 3
    376        0 3
    377        1 3
    377        0 3
    378        1 3
    378        0 3
    379        1 3
    379        0 3
    380        1 3
    380        0 3
    381        1 3
    381        0 3
    382        1 3
    382        0 3
    383        1 3
    383        0 3
    384        1 3
    384        0 3
    385        1 3
    385        0 3
    386        1 3
    386        0 3
    387        1 3
    387        0 3
    388        1 3
    388        0 3
    389        1 3
    389        0 3
    390        1 3
    390        0 3
    391        1 3
    391        0 3
    392        1 3
    392        0 3
    393        1 3
    393        0 3
    394        1 3
    394        0 3
    395        1 3
    395        0 3
    396        1 3
    396        0 3
    397        1 3
    397        0 3
    398        1 3
    398        0 3
    399        1 3
    399        0 3
    400        1 3
    400        0 3
    401        1 3
    401        0 3
    402        1 3
    402        0 3
    403        1 3
    403        0 3
    404        1 3
    404        0 3
    405        1 3
    405        0 3
    406        1 3
    406        0 3
    407        1 3
    407        0 3
    408        1 3
    408        0 3
    409        1 3
    409        0 3
    410        1 3
    410        0 3
    411        1 3
    411        0 3
    412        1 3
    412        0 3
    413        1 3
    413        0 3
    414        1 3
    414        0 3
    415        1 3
    415        0 3
    416        1 3
    416        0 3
    417        1 3
    417        0 3
    418        1 3
    418        0 3
    419        1 3
    419        0 3
    420        1 3
    420        0 3
    421        1 3
    421        0 3
    422        1 3
    422        0 3
    423        1 3
    423        0 3
    424        1 3
    424        0 3
    425        1 3
    425        0 3
    426        1 3
    426        0 3
    427        1 3
    427        0 3
    428        1 3
    428        0 3
    429        1 3
    429        0 3
    430        1 3
    430        0 4 
    431        1 3
    431        0 4 
    432        1 3
    432        0 4 
    433        1 3
    433        0 4 
    434        1 3
    434        0 4 
    435        1 3
    435        0 4 
    436        1 3
    436        0 4 
    437        1 3
    437        0 4 
    438        1 3
    438        0 4 
    439        1 3
    439        0 5 
    440        1 3
    440        0 5 
    441        1 3
    441        0 5 
    442        1 3
    442        0 5 
    443        1 3
    443        0 5 
    444        1 3
    444        0 5 
    445        1 3
    445        0 5 
    446        1 3
    446        0 5 
    447        1 3
    447        0 5 
    448        1 3
    448        0 5 
    449        1 3
    449        0 5 
    450        1 3
    450        0 5 
    451        1 4
    451        0 1 
    452        1 4
    452        0 1 
    453        1 4
    453        0 1 
    454        1 4
    454        0 1 
    455        1 4
    455        0 1 
    456        1 4
    456        0 1 
    457        1 4
    457        0 2 
    458        1 4
    458        0 2 
    459        1 4
    459        0 2 
    460        1 4
    460        0 2 
    461        1 4
    461        0 3 
    462        1 4
    462        0 3 
    463        1 4
    463        0 3 
    464        1 4
    464        0 3 
    465        1 4
    465        0 3 
    466        1 4
    466        0 3 
    467        1 4
    467        0 3 
    468        1 4
    468        0 3 
    469        1 4
    469        0 3 
    470        1 4
    470        0 4 
    471        1 4
    471        0 4 
    472        1 4
    472        0 4 
    473        1 4
    473        0 4 
    474        1 4
    474        0 4 
    475        1 4
    475        0 4 
    476        1 4
    476        0 4 
    477        1 4
    477        0 4 
    478        1 4
    478        0 4 
    479        1 4
    479        0 4 
    480        1 4
    480        0 4 
    481        1 4
    481        0 4 
    482        1 4
    482        0 4 
    483        1 4
    483        0 4 
    484        1 4
    484        0 4 
    485        1 4
    485        0 5 
    486        1 4
    486        0 5 
    487        1 5
    487        0 1 
    488        1 5
    488        0 1 
    489        1 5
    489        0 1 
    490        1 5
    490        0 1 
    491        1 5
    491        0 1 
    492        1 5
    492        0 1 
    493        1 5
    493        0 1 
    494        1 5
    494        0 1 
    495        1 5
    495        0 1 
    496        1 5
    496        0 1 
    497        1 5
    497        0 2 
    498        1 5
    498        0 2 
    499        1 5
    499        0 2 
    500        1 5
    500        0 2 
    501        1 5
    501        0 3 
    502        1 5
    502        0 3 
    503        1 5
    503        0 3 
    504        1 5
    504        0 3 
    505        1 5
    505        0 3 
    506        1 5
    506        0 3 
    507        1 5
    507        0 3 
    508        1 5
    508        0 3 
    509        1 5
    509        0 3 
    510        1 5
    510        0 3 
    511        1 5
    511        0 3 
    512        1 5
    512        0 3 
    513        1 5
    513        0 4 
    514        1 5
    514        0 4 
    515        1 5
    515        0 5 
    516        1 5
    516        0 5 
    517        1 5
    517        0 5 
    518        1 5
    518        0 5 
    519        1 5
    519        0 5 
    520        1 5
    520        0 5 
    521        1 5
    521        0 5 
    522        1 5
    522        0 5 
    523        1 5
    523        0 5 
    524        1 5
    524        0 5 
    525        1 5
    525        0 5 
    526        1 5
    526        0 5 
    527        1 5
    527        0 5 
    528        1 5
    528        0 5 
    529        1 5
    529        0 5 
    530        1 5
    530        0 5 
    531        1 5
    531        0 5 
    532        1 5
    532        0 5 
    533        1 5
    533        0 5 
    534        1 5
    534        0 5 
    535        1 5
    535        0 5 
    536        1 5
    536        0 5 
    537        1 5
    537        0 5 
    538        1 5
    538        0 5 
    539        1 5
    539        0 5 
    540        1 5
    540        0 5 
    541        1 5
    541        0 5 
